tconst,title,region,language,primaryTitle,originalTitle,startYear,genres,directors,writers
tt6734886,Pa Paandi,IN,ta,Power Paandi,Power Paandi,2017.0,"Action,Drama,Musical",nm1333687,"nm1333687,nm3608198"
tt6735034,AAA,IN,ta,Anbanavan Asaradhavan Adangadhavan,Anbanavan Asaradhavan Adangadhavan,2017.0,Action,nm7587855,"nm5253704,nm7587855"
tt6760704,Brindhaavanam,IN,ta,Brindavanam,Brindavanam,2017.0,Drama,nm1701255,"nm1701255,nm7807469"
tt6774106,Pullikkaran Staraa,IN,ml,Pullikkaran Staraa,Pullikkaran Staraa,2017.0,Drama,nm6424426,nm8920068
tt6789158,Aakasha Mittayi,IN,ml,Aakasha Mittayee,Aakasha Mittayee,2017.0,"Comedy,Drama,Family","nm1500124,nm2284321","nm2585465,nm2284321"
tt6789370,Sukhamano Davide,IN,ml,Sukhamano Daveede,Sukhamano Daveede,2018.0,"Comedy,Drama","nm8927745,nm8927746","nm8927747,nm3505855"
tt6792666,Jemini,IN,ml,Gemini,Gemini,2017.0,Drama,nm8929755,nm8929756
tt6804226,Appavin Meesai,IN,ta,Appaavin Meesai,Appaavin Meesai,2014.0,"Drama,Family",nm0737513,nm0737513
tt6827100,Hadiya,IN,ml,Hadiyya,Hadiyya,2017.0,"Drama,Musical,Romance",nm8951696,nm8951697
tt6840738,Kaalej Kumar,IN,kn,College Kumar,College Kumar,2017.0,Comedy,nm7101363,nm11681785
tt6860812,Aabhasam,IN,ml,Aabhaasam,Aabhaasam,2018.0,Comedy,nm5143725,nm5143725
tt6863784,Saamy Square,IN,ta,Saamy Square,Saamy²,2018.0,Action,nm1419055,"nm1419055,nm8649072"
tt6889680,Vedam,IN,ml,Vedham,Vedham,2017.0,Drama,nm2765816,nm8993589
tt6915596,Mayanadhi,IN,ml,Mayaanadhi,Mayaanadhi,2017.0,"Drama,Romance",nm3351235,"nm4543222,nm4544331"
tt7005164,Kozhi Thankachan,IN,ml,Oru Kuttanadan Blog,Oru Kuttanadan Blog,2018.0,Drama,nm2818296,nm2818296
tt7010156,Maragatha Naanayam,IN,ta,Maragadha Naanayam,Maragadha Naanayam,2017.0,"Adventure,Comedy,Fantasy",nm9061128,nm9061128
tt7019812,VIP 2,IN,ta,Velaiyilla Pattathari 2,Velaiilla Pattadhari 2,2017.0,"Action,Comedy",nm1983400,"nm1333687,nm3251890,nm5170504,nm1195712,nm1983400"
tt7023500,Nenjil Thunivirunthal,IN,ta,Nenjil Thunivirunthal,Nenjil Thunivirundhal,2017.0,"Action,Drama",nm3607398,nm3607398
tt7023934,Velu Mama,IN,ta,Velu Mama,Velu Mama,2009.0,Comedy,nm9069101,nm9069101
tt7055824,Chennai2Singapore,IN,ta,Chennai 2 Singapore,Chennai 2 Singapore,2017.0,"Comedy,Romance",nm3629018,nm3629018
tt7060344,ராட்சசன்,IN,ta,Ratsasan,Ratsasan,2018.0,"Crime,Drama,Mystery",nm6442107,nm6442107
tt7060460,Dheeran Athigaram Ondru,IN,ta,Theeran Adhigaram Ondru,Theeran Adhigaaram Ondru,2017.0,"Action,Crime,Thriller",nm6474441,nm6474441
tt7109900,Kavaludaari,IN,kn,Kavaludaari,Kavaludaari,2019.0,"Crime,Drama,Mystery","nm9634132,nm15216018","nm8174348,nm9634132,nm15216018"
tt7159092,David Kannada,IN,kn,David,David,2023.0,"Action,Drama,Horror","nm9145273,nm9336722",
tt7201238,Thappu Thanda,IN,ta,Thappu Thanda,Thappu Thanda,2017.0,Crime,nm9169871,nm9169871
tt7231194,Eesho Mariyan Youseppu,IN,ml,R.I.P.,Ee.Ma.Yau.,2018.0,"Comedy,Drama",nm3859342,nm1524141
tt7235930,Kaalakkoothu,IN,ta,Kaala Koothu,Kaala Koothu,2018.0,Action,nm9190494,nm9190494
tt7273532,Ilakal Pacha Pookkal Manja,IN,ml,Green Leaves Yellow Flowers,Green Leaves Yellow Flowers,2019.0,"Adventure,Comedy,Drama",nm1320381,nm1320381
tt7317482,Pailwan,IN,kn,Pailwaan,Pailwaan,2019.0,"Action,Drama,Sport",nm1677976,"nm10357287,nm9130528,nm1677976,nm4547509,nm8048359"
tt7329602,Thamizh Padam 2.0,IN,ta,Tamizh Padam 2.0,Thamizh Padam 2,2018.0,Comedy,nm5451439,"nm5451439,nm5965104,nm13717468"
tt7336242,Kunjunni Kundithanaanu,IN,ml,Anugraheethan Antony,Anugraheethan Antony,2021.0,"Drama,Romance",nm7711363,"nm9253516,nm9253518,nm9253517"
tt7380284,Yaar Ivan,IN,ta,Veedevadu,Veedevadu,2017.0,Thriller,nm6120836,
tt7382730,Looka,IN,ml,Luca,Luca,2019.0,"Drama,Mystery,Romance",nm8734870,"nm8734870,nm8733312"
tt7425522,Ali Malayalam Movie,IN,ml,Ali,Ali,2019.0,"Adventure,Sport",nm9383676,nm9383676
tt7470414,Nieraali,IN,ml,Neerali,Neerali,2018.0,"Action,Adventure,Drama",nm1413949,nm9323238
tt7471004,Aval,IN,ta,Aval,Aval,2017.0,Horror,nm2528557,"nm1154600,nm7563714,nm2528557,nm1413459"
tt7483318,Kalakalappu 2,IN,ta,Kalakalappu 2,Kalakalapu 2,2018.0,"Comedy,Drama",nm1326535,"nm5237351,nm1326535,nm7017265"
tt7489844,Daivame Kaithozham K. Kumar Akanam,IN,ml,Daivame Kaithozham K. Kumarakanam,Daivame Kaithozham K. Kumarakanam,2018.0,Comedy,nm1368581,nm1368581
tt7510220,Iruttu Araiyil Murattu Kuththu,IN,ta,Iruttu Araiyil Murattu Kuthu,Iruttu Araiyil Murattu Kuthu,2018.0,"Comedy,Horror",nm9103190,"nm9103190,nm5253704"
tt7537738,Maamankam,IN,ml,Mamangam: History of the Brave,Mamangam: History of the Brave,2019.0,"Action,Drama,History",nm1500124,"nm3488838,nm9034736"
tt7549168,Billa Paandi,IN,ta,Billa Pandi,Billa Pandi,2018.0,Drama,nm9367887,
tt7639726,King Shakir,IN,ta,King Shakir,Kral Sakir,2016.0,"Adventure,Animation,Comedy",nm2561646,"nm2619200,nm8696427"
tt7651032,Passu,IN,ml,Pashu,Pashu,2017.0,Drama,nm1516586,"nm9430841,nm1516586"
tt7683264,Aaru Viralukal,IN,ml,6 Viralukal,6 Viralukal,2017.0,Drama,nm9449961,nm7715212
tt7695522,Diya,IN,ta,Diya,Diya,2018.0,"Drama,Horror,Thriller",nm1777967,"nm1777967,nm4968474"
tt7709860,Sadrishavaakyam 24:29,IN,ml,Sadrishavakyam 24:29,Sadrishavakyam 24:29,2017.0,"Crime,Drama",nm9465492,"nm9145979,nm3504899"
tt7726074,Ambi Ning Vayassaytho,IN,kn,Ambi Ning Vysaitho,Ambi Ning Vysaitho,2018.0,"Action,Drama,Romance",nm9475243,nm1679372
tt7726470,Karutha Sooryan,IN,ml,Karutha Suryan,Karutha Suryan,2017.0,Drama,nm9475610,nm9475610
tt7738594,Naachiyaar,IN,ta,Naachiyaar,Naachiyar,2018.0,"Action,Drama,Thriller",nm1220246,nm1220246
tt7767336,Varikuzhiyile Kolapathakam,IN,ml,Varikkuzhiyile Kolapathakam,Varikkuzhiyile Kolapathakam,2019.0,"Comedy,Mystery,Thriller",nm6836609,nm6836609
tt7778560,Anjani Putra,IN,kn,Anjaniputra,Anjaniputra,2017.0,"Action,Romance",nm5664775,nm5664775
tt7822758,Kaadan,IN,ta,Kaadan,Kaadan,2021.0,"Action,Drama,Fantasy",nm3454743,"nm9328052,nm3454743"
tt7838252,KFG,IN,kn,K.G.F: Chapter 1,K.G.F: Chapter 1,2018.0,"Action,Crime,Drama",nm6073824,"nm13762864,nm13064350,nm6073824,nm4547509,nm8048359"
tt7852910,Madura Veeran,IN,ta,Madurai Veeran,Madurai Veeran,2018.0,"Action,Drama",nm3832025,nm13167749
tt7853282,Oru Kuppai Kathai,IN,ta,Oru Kuppai Kathai,Oru Kuppai Kathai,2018.0,Drama,nm9543940,
tt7892050,Chekka Chivantha Vaanam,IN,ta,Chekka Chivantha Vaanam,Chekka Chivantha Vaanam,2018.0,"Action,Drama,Thriller",nm0711745,"nm1249710,nm0711745"
tt7892652,Mola,IN,kn,Rabbit Farming,Rabbit Farming,2017.0,"Documentary,Short",nm9565468,
tt7893036,Kuri,IN,kn,Sheep Farming,Sheep Farming,2013.0,"Documentary,Short",nm9565468,nm9565468
tt7959876,Vikatakumaran,IN,ml,Vikadakumaran,Vikadakumaran,2018.0,"Comedy,Thriller",nm4609648,nm3896263
tt7959952,Premasuthram,IN,ml,Premasoothram,Premasoothram,2018.0,Romance,nm4423404,"nm4423404,nm10031709"
tt8011328,Seemaraja,IN,ta,Seema Raja,Seema Raja,2018.0,"Action,Drama",nm5974331,nm5974331
tt8011334,Manusana Nee,IN,ta,Manusanaa Nee,Manusanaa Nee,2018.0,"Drama,Thriller",nm9631789,
tt8011348,Gorrilla,IN,ta,Gorilla,Gorilla,2019.0,Comedy,nm5288936,nm5288936
tt8016672,Kaamuki,IN,ml,Kamuki,Kamuki,2018.0,Romance,nm6943209,nm6943209
tt8020646,Kallayi FM,IN,ml,Kallai FM,Kallai FM,2018.0,Drama,nm9636519,"nm9636519,nm0820208"
tt8056032,Pathirakaalam,IN,ml,Nocturnal Times,Pathirakalam,2018.0,"Crime,Drama",nm2778151,"nm6394541,nm2778151"
tt8056080,3aam Niyamam,IN,ml,Moonam Niyamam,Moonam Niyamam,2018.0,"Crime,Horror,Thriller",nm9654826,"nm9654830,nm9654826"
tt8066940,Indian 2,IN,ta,Indian 2,Indian 2,2024.0,"Action,Drama,Musical",nm0788171,"nm10171496,nm3328122,nm11805162,nm9731217,nm0788171,nm9198373"
tt8077368,Khalifa,IN,ml,Khaleefa,Khaleefa,2018.0,Drama,nm9665159,nm9665159
tt8080960,Theneechayum Peerankippadayum,IN,ml,Theneechayum Peerangippadayum,Theneechayum Peerangippadayum,2018.0,Comedy,nm9667000,nm1154422
tt8090628,Kinavalli,IN,ml,Kinavally,Kinavally,2018.0,"Comedy,Horror,Mystery",nm4998712,"nm9671282,nm2074285"
tt8091652,Irupathiyonnam Noottaandu,IN,ml,Irupathiyonnaam Noottaandu,Irupathiyonnaam Noottaandu,2019.0,"Action,Adventure,Drama",nm7911065,nm7911065
tt8108186,Kotigobba 3,IN,kn,Kotigobba 3,Kotigobba 3,2021.0,"Action,Drama,Romance",nm9681248,"nm9681248,nm1679372"
tt8168814,Ashiq Vanna Divasam,IN,ml,Aashiq Vanna Divasam,Aashiq Vanna Divasam,2018.0,"Drama,Family",nm5409451,nm5409451
tt8176124,Poosandi Varan (2022),IN,ta,Poochandi,Poochandi,2022.0,Thriller,nm7973733,"nm14215415,nm7973733"
tt8185052,Vardhita,IN,kn,The Enhanced,The Hollow Forest Chronicles: The Enhanced,2022.0,"Action,Sci-Fi,Short",nm9721836,nm9721836
tt8187756,Atada mele,IN,kn,Game Over,Game Over,2011.0,"Action,Adventure,Sci-Fi",nm9863772,
tt8187756,Kali tirnnu,IN,ml,Game Over,Game Over,2011.0,"Action,Adventure,Sci-Fi",nm9863772,
tt8188872,Varaththan,IN,ml,Varathan,Varathan,2018.0,"Action,Drama,Thriller",nm2039170,"nm9920220,nm9920219"
tt8268916,90ml,IN,ta,90 Ml,90 ML,2019.0,Comedy,nm1475751,nm1475751
tt8282830,Ambily,IN,ml,Ambili,Ambili,2019.0,"Adventure,Comedy,Drama",nm5939217,nm5939217
tt8309496,Daakini,IN,ml,Dakini,Dakini,2018.0,"Comedy,Thriller",nm5393776,nm5393776
tt8326824,Madura Raja,IN,ml,Madhuraraja,Madhura Raja,2019.0,"Action,Comedy,Drama",nm3946106,nm1437907
tt8345300,Marakkar: Arabikkadalinte Simham,IN,ml,Marakkar: Lion of the Arabian Sea,Marakkar: Lion of the Arabian Sea,2021.0,"Action,Drama,History",nm0698184,"nm0698184,nm4410287"
tt8365050,Raambo 2,IN,kn,Raambo2,Raambo2,2018.0,Comedy,nm9813881,nm15062028
tt8396210,The Gambinos Malayalam Movie,IN,ml,The Gambinos,The Gambinos,2019.0,"Crime,Drama",nm9829496,nm6976645
tt8459934,Hottegagi Genu Battegagi,IN,kn,Hottegagi Genu Battegagi,Hottegagi Genu Battegagi,2018.0,Drama,nm1826037,
tt8512390,Premanjali,IN,ml,Premanjaly,Premanjaly,2018.0,Drama,nm9886715,nm9886715
tt8526010,Sinamkol,IN,ta,Sinamkol,Amudhan aka Sinamkol,2020.0,Drama,nm4722042,"nm4722042,nm9928700"
tt8528230,Vallikkudilile Vellakkaaran,IN,ml,Vallikudilile Vellakaaran,Vallikudilile Vellakaaran,2018.0,Comedy,nm9894347,"nm6436753,nm9894348"
tt8529296,Mandaram,IN,ml,Mandharam,Mandharam,2018.0,"Drama,Romance",nm9894908,"nm9896348,nm9894908"
tt8532782,Aanakallan,IN,ml,Aanakkallan,Aanakkallan,2018.0,"Comedy,Mystery",nm6209399,nm1437907
tt8533130,Kavacha,IN,kn,Qayamat Ki Raat,Qayamat Ki Raat,2018.0,"Fantasy,Horror,Thriller","nm15912382,nm15552917,nm15022986,nm12305279,nm4553764,nm8213447,nm9356186",
tt8571428,Vaarthakal Ithu Vare,IN,ml,Vaarthakal Ithuvare,Vaarthakal Ithuvare,2019.0,Comedy,nm9913084,nm9913084
tt8586256,Petti Lambratta,IN,ml,Pettilambattra,Pettilambattra,2018.0,Comedy,nm9920041,nm9920041
tt8665688,Paviettante Madhurachooral,IN,ml,Paviyettante Madhurachooral,Paviyettante Madhurachooral,2018.0,Drama,nm10275550,"nm0820208,nm10306219"
tt8665708,Tanaha,IN,ml,Thanaha,Thanaha,2018.0,"Comedy,Drama,Thriller",nm9955343,nm10221787
tt8831362,Oronnonnara Pranaya Kadha,IN,ml,Oronnonnara Pranayakadha,Oronnonnara Pranayakadha,2019.0,Romance,nm7022252,nm7022252
tt8914492,Game Over,IN,ta,Game Over,Game Over,2019.0,"Drama,Horror,Mystery",nm7594197,"nm10081849,nm10372897,nm8981901,nm7594197,nm6066435"
tt8919108,Jeem Boom Baa,IN,ml,Jeem Boom Bhaa,Jeem Boom Bhaa,2019.0,Comedy,nm10084271,"nm9688585,nm10084271,nm7815570"
tt8959820,Petta,IN,ta,Petta,Petta,2019.0,"Action,Drama",nm5366274,nm5366274
tt8962472,Neethi,IN,ml,Kodathi Samaksham Balan Vakeel,Kodathi Samaksham Balan Vakeel,2019.0,"Comedy,Crime,Mystery",nm2053461,nm2053461
tt8962486,Thattum Purathu Achuthan,IN,ml,Thattum Purath Achuthan,Thattum Purath Achuthan,2018.0,"Comedy,Drama,Musical",nm0430485,nm1575936
tt8976682,Kakki Chattaya Karupu Chattaya,IN,ta,The Killer,The Killer,1999.0,Drama,"nm5725773,nm10111094",
tt8982796,Kaathal Express,IN,ta,Kadhal Express,Kadhal Express,2009.0,Drama,nm1770835,
tt9010832,Ormayil Oru Sisiram,IN,ml,Ormayil Oru Shishiram,Ormayil Oru Shishiram,2019.0,"Family,Romance",nm9211316,"nm10127524,nm10127523,nm10253089"
tt9034602,1948 Kalam Paranjathu,IN,ml,1948 Kaalam Paranjathu,1948 Kaalam Paranjathu,2019.0,"Drama,History",nm10139942,nm10139945
tt9109906,Mahira,IN,kn,Mahira,Mahira,2019.0,"Action,Drama,Thriller",nm10182950,nm10182950
tt9110340,Andhagaaram,IN,ta,Andhaghaaram,Andhaghaaram,2020.0,"Horror,Mystery,Thriller",nm10184801,nm10184801
tt9174214,Saayahna Vaarthakal,IN,ml,Sayanna Varthakal,Sayanna Varthakal,2022.0,"Comedy,Thriller",nm8024513,"nm10211205,nm10462142,nm8024513"
tt9182478,Kolaambi,IN,ml,Kolambi,Kolambi,2023.0,"Drama,Family",nm0474856,nm0474856
tt9226880,Then Sindhudhe Vaanam,IN,ta,Then sindhuthe vaanam,Then sindhuthe vaanam,1975.0,Drama,nm2910433,"nm1192519,nm2910433"
tt9244322,Ottakkoru Kamukan,IN,ml,Ottakkoru Kaamukan,Ottakkoru Kaamukan,2018.0,"Romance,Thriller","nm10255923,nm7858107","nm10255928,nm10255927"
tt9244334,Adhyarathri,IN,ml,Aadya Rathri,Aadya Rathri,2019.0,Comedy,nm1953961,"nm8920191,nm8920190"
tt9260636,Bigil,IN,ta,Bigil,Bigil,2019.0,"Action,Drama,Sport",nm5961051,"nm5961051,nm8024751,nm11699173"
tt9261840,Sakala Kalashala,IN,ml,Sakala Kalasala,Sakala Kalasala,2019.0,Comedy,nm3273792,"nm10251237,nm3273792,nm10251236"
tt9283500,Pandh,IN,ml,Panth,Panth,2019.0,"Drama,Sport",nm10260658,nm10260658
tt9351220,Grand Father,IN,ml,My Great Grandfather,My Great Grand Father,2019.0,Drama,nm5965286,nm3896612
tt9354674,Gaanagandharvan,IN,ml,Ganagandharvan,Ganagandharvan,2019.0,"Comedy,Drama,Music",nm3542089,"nm8041396,nm3542089"
tt9378466,Karingannan,IN,ml,Karinkannan,Karinkannan,2018.0,Drama,nm0621447,"nm10301488,nm10301489"
tt9379072,Muhammadum Albiyum Shathrukkalaya Katha,IN,ml,Mask,Mask,2019.0,"Comedy,Thriller",nm10301822,"nm10301823,nm10301822"
tt9566882,Appuvinte Sathyanweshanam,IN,ml,Appuvinte Sathyanweshanam,Appuvinte Sathyanweshanam,2019.0,Drama,"nm3282824,nm1796458",nm10382706
tt9664420,Nalla Visesham,IN,ml,Nalla Vishesham,Nalla Vishesham,2019.0,Drama,nm10428767,"nm10428767,nm10428771"
tt9668556,Vallikettu,IN,ml,Vallikkettu,Vallikkettu,2019.0,"Drama,Romance",nm10429953,"nm10429953,nm10429954"
tt9717132,Theerumanam,IN,ml,Theerumanam,Theerumanam,2019.0,Drama,nm0705560,nm0705560
tt9735186,Aniyan kunjum Thannalayathu,IN,ml,Aniyankunjum Thannalayathu,Aniyankunjum Thannalayathu,2019.0,Drama,nm0622194,"nm5530175,nm0622194"
tt9817674,Swarna Matsyangal,IN,ml,Swarna Malsyangal,Swarna Malsyangal,2019.0,Drama,nm10493748,"nm3990128,nm10493748"
tt9877340,Nalpathiyonnu,IN,ml,Nalpathiyonnu,Nalpathiyonnu,2019.0,"Drama,Romance",nm0430485,nm11028494
tt9877460,Thenkashikkatu,IN,ml,Thenkasikkatu,Thenkasikkatu,2019.0,"Action,Drama",nm10521383,"nm10521386,nm10521385,nm10521384"
tt9883042,Akashaganga 2,IN,ml,Aakashaganga II,Aakashaganga II,2019.0,Horror,nm0898524,nm0898524
tt9911006,Orma,IN,ml,Ormma,Ormma,2019.0,Drama,nm10536350,"nm10536351,nm10536350"
tt9911306,Kalikkoottukkar,IN,ml,Kalikkoottukar,Kalikkoottukar,2019.0,"Drama,Romance",nm8929755,nm10536387
tt9911774,Padmavyoohathile Abhimanyu,IN,ml,Padmavyuhathile Abhimanyu,Padmavyuhathile Abhimanyu,2019.0,Drama,nm10536451,"nm10536451,nm10536453,nm10536454"
