tconst,title,region,language,primaryTitle,originalTitle,startYear,genres,directors,writers
tt1507325,Machakaran,IN,ta,Machakkaaran,Machakkaaran,2007.0,Action,nm1922213,nm1922213
tt1509832,Vazhthukkal,IN,ta,Vaazhthugal,Vaazhthugal,2008.0,Drama,nm1913036,nm1913036
tt1510674,Bagawat,IN,ta,Gandikota Rahasyam,Gandikota Rahasyam,1969.0,,nm0009775,nm0009775
tt1510770,Jayaveeran,IN,ta,Jaya Vijaya,Jaya Vijaya,1959.0,,nm0009775,
tt1510780,Kottalo Pago,IN,ta,Kotalo Paga,Kotalo Paga,1975.0,Drama,nm0009775,
tt15125812,Paka,IN,ml,Paka: The River of Blood,Paka (River of Blood),2021.0,Drama,nm5425786,nm5425786
tt1512888,Aayirathil Oruvan,IN,ta,Ayirathil Oruvan,Aayirathil Oruvan,2010.0,"Action,Adventure,Musical",nm1421754,"nm5253704,nm1421754,nm5509805"
tt15166196,Thungabhadra,IN,kn,Tungabhadra,Tungabhadra,1995.0,Drama,nm12814497,nm12814497
tt15237162,Bhoothayiya Makkalu,IN,kn,Bhootayi Makkalu,Bhootayi Makkalu,1994.0,Drama,nm1151007,"nm3367804,nm1151007"
tt15261322,Pavangalude c u soon.,IN,ml,Safe alle Moloose?,Safe alle Moloose?,2021.0,"Drama,Short",nm5182022,"nm9061703,nm11527730,nm12860952"
tt1538460,Ayudha Poojai,IN,ta,Ayudha Pooja,Ayudha Pooja,1995.0,"Action,Crime,Drama",nm3384483,nm3673452
tt15393574,Payanikal Gavanikkavum,IN,ta,Payanigal Gavanikkavum,Payanigal Gavanikkavum,2022.0,Drama,nm7120980,nm7120980
tt15427980,Vaathi,IN,ta,Vaathi,Vaathi,2023.0,"Action,Drama",nm4951006,nm4951006
tt15478036,Manorathangal,IN,ml,Manorathangal,Manorathangal,2024.0,"Comedy,Drama,Romance","nm0698184,nm6173392,nm0415852,nm13832955,nm3525879,nm1066396,nm0796119,nm0007144",nm0619760
tt15502790,Virundhu,IN,ta,Virunnu,Virunnu,2024.0,Action,nm7509231,nm7509232
tt15509558,Putham Pudhu Kaalai Vidiyaadha,IN,ta,Putham Pudhu Kaalai: Vidiyaadha,Putham Pudhu Kaalai: Vidiyaadha,2022.0,Drama,"nm4897036,nm11775455,nm13132664,nm6274646,nm3373917","nm4897036,nm11775455,nm13132672,nm13132663,nm6274646,nm12956853,nm13132673,nm3373917"
tt15572712,Foreign scotch,IN,kn,Foreign scotch,Foreign scotch,2025.0,"Crime,Drama,Thriller",nm12609743,nm12609743
tt1560613,Aval Peyar Thamizharasi,IN,ta,Aval peyar tamilarasi,Aval peyar tamilarasi,2009.0,Comedy,nm3724720,nm3724720
tt15654328,Thalapathy 67,IN,ta,Leo,Leo,2023.0,"Action,Crime,Drama",nm7992231,"nm7992231,nm7188712,nm5338753"
tt15716552,Thathsama Thathbhava,IN,kn,Tatsama Tadbhava,Tatsama Tadbhava,2023.0,"Crime,Thriller",nm13043024,nm13043024
tt15716624,Vilangu,IN,ta,Vilangu,Vilangu,2022.0,"Drama,Mystery,Thriller",nm8852783,nm8852783
tt15761408,Aalangam,IN,ml,Aalankam,Aalankam,2023.0,"Action,Comedy",nm3896612,nm3896612
tt1578733,Mukhaputa,IN,ta,The Cover Page,The Cover Page,2010.0,"Drama,Family",nm3748543,nm3748543
tt1579984,Oru Kadhalan Oru Kadhali,IN,ta,Neeku Naaku,Neeku Naaku,2006.0,Drama,nm3762844,
tt15816398,Vanagaan manithan,IN,ta,Vanangaan,Vanangaan,2025.0,"Action,Crime,Drama",nm1220246,nm1220246
tt1582597,Sathyam,IN,ta,Sathyam,Sathyam,2008.0,"Action,Crime,Drama",nm1196102,
tt15837206,Primos,IN,kn,Primos,Primos,2024.0,"Adventure,Animation,Comedy","nm0143663,nm3847061,nm8284345,nm4961568","nm5941814,nm14062751,nm4961568,nm5110324,nm5588440,nm4642785,nm1715534,nm10369119,nm10467699"
tt15837206,Primos,IN,ml,Primos,Primos,2024.0,"Adventure,Animation,Comedy","nm0143663,nm3847061,nm8284345,nm4961568","nm5941814,nm14062751,nm4961568,nm5110324,nm5588440,nm4642785,nm1715534,nm10369119,nm10467699"
tt15893028,Original Movie,IN,ta,Pambattam,Pambattam,2023.0,Thriller,nm7042155,nm14342035
tt1604179,Rajakaali Amman,IN,ta,Raja Kali Amman,Raja Kali Amman,2000.0,"Drama,Fantasy,Thriller",nm1167163,"nm1193605,nm1195712,nm6583063,nm1167163"
tt16077646,Methagu II,IN,ta,Methagu 2,Methagu 2,2022.0,Drama,nm13998357,"nm13998359,nm14033928"
tt1609168,V.T.V.,IN,ta,Vinnaithaandi Varuvaayaa,Vinnaithaandi Varuvaayaa,2010.0,"Drama,Musical,Romance",nm1069826,nm1069826
tt16103640,Aayirathonnu Nunakal,IN,ml,1001 Nunakal,1001 Nunakal,2022.0,Drama,nm13127312,"nm15129314,nm13127312"
tt1613110,Raja Rani,IN,ta,Kanden Kadhalai,Kanden Kadhalai,2009.0,"Comedy,Romance",nm1583171,"nm1665004,nm1583171,nm1474787"
tt16155404,Solamante Theneechakal,IN,ml,Solomonte Theneechakal,Solomante Theneechakal,2022.0,"Romance,Thriller",nm0430485,nm11028494
tt1626644,Naayakan,IN,ml,Nayakan,Nayakan,2010.0,Action,nm3859342,nm5612167
tt1634554,The Creator,IN,ml,Janakan,Janakan,2010.0,"Crime,Thriller",nm3869160,nm0841554
tt1657293,Kutty Pisasu,IN,ta,Kutty Pisasu,Kutty Pisasu,2010.0,"Drama,Fantasy,Thriller",nm1167163,nm4634924
tt1674757,Veettilekkulla Vazhi,IN,ml,The Way Home,Veettilekkulla Vazhi,2011.0,"Drama,Family",nm3373269,"nm3373269,nm2794791"
tt16899852,My Dear Bhootham,IN,ta,My Dear Bootham,My Dear Bootham,2022.0,"Comedy,Family,Fantasy",nm9006287,nm9006287
tt17009584,Varalaaru Mukkiyam,IN,ta,Varalaru Mukkiyam,Varalaru Mukkiyam,2022.0,"Comedy,Romance",nm13294639,nm13294639
tt1735932,Va,IN,ta,Va: Quarter Cutting,Va: Quarter Cutting,2010.0,Comedy,"nm2566836,nm2575525","nm2566836,nm2575525"
tt17375102,Thanthiram,IN,ta,Tricksters,Tricksters,2021.0,Short,"nm9987527,nm13700360","nm9987527,nm11095677"
tt17501658,Antaakshari,IN,ml,Antakshari,Antakshari,2022.0,"Crime,Thriller",nm7848049,"nm7848049,nm7240269"
tt1757671,Anwar,IN,ml,Anwar,Anwar,2010.0,"Action,Drama,Thriller",nm2039170,nm2039170
tt1758666,Jaisurya,IN,ta,Jai Surya,Jai Surya,2004.0,"Action,Crime,Drama",nm1757677,"nm2326734,nm1757677"
tt17632818,Kooman,IN,ml,Kooman,Kooman,2022.0,"Drama,Mystery,Thriller",nm2572228,nm12734955
tt17718182,Mahi Ravana [in],IN,ta,Mahiravan,Mahiravan,1918.0,,nm0610911,
tt1784552,Nandhalala,IN,ta,Nandalala,Nandalala,2010.0,Drama,nm4199426,nm4199426
tt1796580,Eraaa,IN,ta,Orr Eravuu,Orr Eravuu,2010.0,"Horror,Mystery,Thriller","nm4223986,nm4224124,nm1908575","nm1908575,nm4223986,nm4224124"
tt1798145,Durga in Bengaluru,IN,kn,Durga in Bangalore,Durga in Bangalore,2009.0,"Documentary,Short",nm4227281,"nm4227281,nm4207300"
tt1810731,16,IN,ta,Pathinaaru,Pathinaaru,2011.0,Romance,nm1551664,nm1551664
tt1813225,Chikku Bhukku,IN,ta,Chikku Bukku,Chikku Bukku,2010.0,Romance,nm16340087,"nm1367479,nm0543537,nm3488838"
tt1821478,Kaavalan,IN,ta,Kaavalan,Kaavalan,2011.0,"Action,Comedy,Drama","nm0796504,nm5589418","nm12031971,nm0796504,nm5509805"
tt18257592,Aadhar,IN,ta,Buddhanin Sirippu,Buddhanin Sirippu,2015.0,Drama,nm13403543,
tt1841504,Ambuli 3D,IN,ta,Ambuli,Ambuli,2012.0,"Action,Drama,Sci-Fi","nm4223986,nm1908575","nm1908575,nm4223986"
tt1841682,Kathai,IN,ta,Kadhai,Kadhai,2010.0,Thriller,nm4319420,nm4319420
tt1843335,Yutham Sei,IN,ta,Yutham Sei,Yutham Sei,2011.0,"Action,Crime,Drama",nm4199426,nm4199426
tt1891933,Arabeem Ottakom P. Madhavan Nayarum in Oru Marubhoomikkadha,IN,ml,"The Arab, The Camel, and P. Madhavan Nair","The Arab, The Camel, and P. Madhavan Nair",2011.0,"Comedy,Thriller",nm0698184,"nm3742134,nm0698184"
tt1899248,Miyar Mane,IN,kn,Miyar House,Miyar House,2011.0,"Documentary,Family,History",nm2131358,nm2131358
tt1927056,Ilaignan,IN,ta,Illangyan,Illangyan,2011.0,"Action,Drama",nm0471452,"nm0331003,nm0440271"
tt1954220,Aanmai Thavarel,IN,ta,Aanmai Thavarael,Aanmai Thavarael,2011.0,"Crime,Romance,Thriller","nm4495813,nm8818907",nm4494771
tt19609996,Preethsu,IN,kn,Kadhal Sei,Kadhal Sei,2022.0,Romance,nm11807182,nm11807182
tt19894538,Vedikettu,IN,ml,Vedikkettu,Vedikkettu,2023.0,"Comedy,Drama","nm7628634,nm6411762","nm7628634,nm6411762"
tt2002868,Yamadu,IN,ta,Anegan,Anegan,2015.0,"Action,Romance,Thriller",nm0433895,"nm0433895,nm4338863,nm5394336,nm5509805"
tt2022587,Vetri Kodi Kattu,IN,ta,Vetri kodi kattu,Vetri kodi kattu,2000.0,"Comedy,Drama,Romance",nm0155741,
tt20249418,Romanjam,IN,ml,Romancham,Romancham,2023.0,"Comedy,Horror",nm8527635,nm8527635
tt2034026,Muni - 2,IN,ta,Kanchana: Muni 2,Kanchana: Muni 2,2011.0,"Action,Comedy,Horror",nm0706485,nm0706485
tt2041424,Moscowin Kavery,IN,ta,Moscowin Kaveri,Moscowin Kaveri,2010.0,Romance,nm0890061,nm0890061
tt20600404,Maahi,IN,ml,Mahi,Mahi,2022.0,Drama,nm11186337,nm13701259
tt2062703,Veneesile Vyapari,IN,ml,Venicile Vyapari,Venicile Vyapari,2011.0,"Comedy,Drama,Family",nm1167591,nm2394022
tt2065924,Engaeyum Eppothum,IN,ta,Engeyum Eppodhum,Engeyum Eppodhum,2011.0,"Comedy,Drama,Romance",nm4690425,nm4690425
tt20764000,Kanaka Rajyam,IN,ml,Kanakarajyam,Kanakarajyam,2024.0,Drama,nm13714204,nm13714204
tt20766126,Vivaaha Aavahanam,IN,ml,Vivaha Avahanam,Vivaha Avahanam,2022.0,"Comedy,Drama,Romance","nm13715629,nm7917674","nm13715629,nm13715630,nm13360567"
tt21028740,Kury,IN,ml,Kuri,Kuri,2022.0,"Drama,Thriller",nm13747935,"nm13747936,nm13747935"
tt21071620,Pookalam,IN,ml,Pookkaalam,Pookkaalam,2023.0,"Comedy,Drama,Family",nm4395136,nm4395136
tt21142926,Vichithram,IN,ml,Vichitram,Vichitram,2022.0,"Drama,Horror,Thriller",nm6800145,"nm13793153,nm13793152"
tt21230476,Vishudha Mejo,IN,ml,Visudha Mejo,Visudha Mejo,2022.0,"Comedy,Romance",nm13826699,nm9212368
tt2133300,Osthe,IN,ta,Osthi,Osthi,2011.0,Action,nm1359360,"nm1419442,nm1359360,nm3508781,nm0795651"
tt2147999,Kailasnathan,IN,ml,Devon Ke Dev... Mahadev,Devon Ke Dev... Mahadev,2011.0,"Action,Drama,Fantasy","nm4824342,nm5749399,nm7969083,nm10025830,nm13510084,nm5921291,nm16043394,nm15214554,nm3035363,nm14322471","nm4824493,nm8059083,nm10534645,nm1242272,nm4824414,nm8245357"
tt2147999,Shivam,IN,ta,Devon Ke Dev... Mahadev,Devon Ke Dev... Mahadev,2011.0,"Action,Drama,Fantasy","nm4824342,nm5749399,nm7969083,nm10025830,nm13510084,nm5921291,nm16043394,nm15214554,nm3035363,nm14322471","nm4824493,nm8059083,nm10534645,nm1242272,nm4824414,nm8245357"
tt2156030,Ayynoorum Ayynthum,IN,ta,Ayynoorum Ayynthum: 500 & 5,Ayynoorum Ayynthum: 500 & 5,2012.0,"Action,Drama,Romance",nm2304486,nm2304486
tt2180477,Nanban,IN,ta,Nanban,Nanban,2012.0,"Comedy,Drama",nm0788171,"nm0386246,nm0430785,nm4157919,nm0788171"
tt21855564,Nalam Mura,IN,ml,Naalam Mura,Naalam Mura,2022.0,Thriller,nm5578459,nm13967887
tt2187248,Thanga Meengal,IN,ta,Gold Fish,Thanga Meengal,2013.0,"Drama,Family",nm3591496,nm3591496
tt2188733,Ee Adutha Kaalathu,IN,ml,Ee Adutha Kaalath,Ee Adutha Kaalath,2012.0,Thriller,nm1430969,nm1729382
tt21936246,Lovefully Yours Vedha,IN,ml,Lovefully Yours Veda,Lovefully Yours Veda,2023.0,"Drama,Romance,Thriller",nm4191178,nm3170999
tt21946198,Anandam Paramanandam,IN,ml,Aanandam Paramanandam,Aanandam Paramanandam,2022.0,Comedy,nm1167591,nm1575936
tt22027654,Jaya Jaya Jaya Jaya Hei,IN,ml,Jaya Jaya Jaya Jaya Hey,Jaya Jaya Jaya Jaya Hey,2022.0,"Comedy,Drama,Family",nm7848049,"nm7848049,nm14102966,nm14102967"
tt22036880,Shesham Mikeil Fathima,IN,ml,Sesham Mikeil Fathima,Sesham Mike-il Fathima,2023.0,Comedy,nm14035453,"nm10797714,nm14035453"
tt2210832,Ayyan,IN,ta,Aiyyan,Aiyyan,2011.0,Family,nm5107645,
tt22309314,Koshichayante Paramb,IN,ml,Koshichaayante Paramb,Koshichaayante Paramb,2022.0,"Crime,Drama,Thriller",nm14082729,nm14082729
tt22529372,Anchil Oral Thaskaran,IN,ml,5il Oral Thaskaran,5il Oral Thaskaran,2022.0,"Family,Thriller",nm1309275,"nm1309275,nm8358261,nm14117698"
tt22543326,Maaveeran,IN,ta,Maaveeran,Maaveeran,2023.0,"Action,Comedy,Drama",nm5325427,"nm9012891,nm5325427"
tt2262126,Kalakalappu @ Masala Cafe,IN,ta,Kalakalappu,Kalakalappu,2012.0,"Comedy,Musical",nm1326535,"nm7017265,nm7075314"
tt22640628,Vaghachipani,IN,kn,Tiger's Pond,Vaghachipani,2025.0,"Crime,Drama",nm12900356,nm12900356
tt22645558,Surskha Haran,IN,ta,Sureha Abhimanyu,Sureha Abhimanyu,1921.0,,nm0656870,
tt22818604,Kathal,IN,ml,Kaathal - The Core,Kaathal - The Core,2023.0,Drama,nm7253286,"nm13400068,nm11887503"
tt23183388,Chaver,IN,ml,Chaver,Chaaver,2023.0,"Crime,Thriller",nm7901853,nm0558593
tt2326067,Villadhi Villain,IN,ta,Villathi villain,Villathi villain,1995.0,"Action,Comedy",nm10692462,
tt2333760,3 Char Sau Bees,IN,ml,Three Char Sau Bees,Three Char Sau Bees,2010.0,"Crime,Drama",nm5213767,nm5213767
tt23405960,Sethani Ka Sapna,IN,ta,Repentance,Repentance,1924.0,,nm0304159,nm0304159
tt23459054,Adiyan,IN,ml,Adiyaan,Adiyaan,2022.0,Drama,nm11121080,nm11121080
tt2349440,Rōpō maṟṟum acuraṉ,IN,ta,Robot and Monster,Robot and Monster,2012.0,"Adventure,Animation,Comedy","nm1278937,nm0377711,nm0505946,nm0042278","nm0696271,nm0827985,nm0893262,nm0972916,nm2767776,nm0771466,nm2767831,nm1170333,nm1539257,nm1433489,nm4185463,nm4509179,nm2678764,nm1076885,nm2200351,nm1732174,nm2471686,nm1335972"
tt2361016,Anna Saaru,IN,kn,Rice and Rasam,Rice and Rasam,2012.0,Documentary,nm2131358,nm2131358
tt23646278,Nayanthara kannam mutham kuda tha tamilmani. D (song titled),IN,ta,Nirangal Moondru,Nirangal Moondru,2024.0,"Crime,Thriller",nm8678191,nm8678191
tt2378378,Anantha Poongathe,IN,ta,Anantha Poongathe,Anantha Poongattre,1999.0,Romance,nm1171296,nm14946381
tt23809778,Adrishya Jalakangal,IN,ml,Adrishya Jalakangal,Adrishya Jalakangal,2023.0,Drama,nm3373269,nm3373269
tt23885334,Prathi Niraparadhiyaano..?,IN,ml,Prathi Niraparadhiyaano,Prathi Niraparadhiyaano,2022.0,Drama,nm14293280,nm14293280
tt2418644,திரைப்படத்தை சோதிக்கிறது,LK,ta,Testing Movie1,Testing Movie1,2015.0,"Crime,Drama,Family","nm6386378,nm8232692,nm13594484,nm14767419,nm7854195,nm8788119,nm8079415,nm6794040,nm10222384,nm17687994","nm2314831,nm9159822,nm12800359"
tt24787544,Uttarakaanda : Prologue,IN,kn,Uttarakaanda,Uttarakaanda,2024.0,"Action,Adventure,Drama","nm13319217,nm7560976",nm7560976
tt25377618,Pranaya Vilaasam,IN,ml,Pranaya Vilasam,Pranaya Vilasam,2023.0,"Comedy,Drama,Romance",nm14411204,"nm14411206,nm14411205"
tt2555958,Aarambam,IN,ta,Arrambam,Arrambam,2013.0,"Action,Drama,Mystery",nm3315387,"nm3315387,nm4338863,nm5394336"
tt2562162,Ivan Veramathiri,IN,ta,Ivan Veramaathiri,Ivan Veramaathiri,2013.0,Action,nm4690425,nm4690425
tt2575614,Neeya Naana,IN,ta,Neeya Naana,Neeya Naana,2006.0,Talk-Show,nm5422242,nm5422242
tt2610258,Malabar,IN,ml,Bavuttiyude Namathil,Bavuttiyude Namathil,2012.0,"Comedy,Drama",nm0897215,nm1066396
tt2613012,Tamil Padam,IN,ta,Thamizh Padam,Thamizh Padam,2010.0,Comedy,nm5451439,nm5451439
tt26233598,Raayan,IN,ta,Raayan,Raayan,2024.0,"Action,Crime,Drama",nm1333687,"nm6158998,nm1333687"
tt2631098,Nee Ko Njaa Cha,IN,ml,Nee Ko Nja Cha,Nee Ko Nja Cha,2013.0,"Comedy,Romance",nm5466594,nm5466594
tt26439998,Shashiyum Shakunthalayum,IN,ml,Sashiyum Sakunthalayum,Sashiyum Sakunthalayum,2023.0,Comedy,nm9253654,nm7479043
tt26458038,Manjummal Boys,IN,ml,Manjummel Boys,Manjummel Boys,2024.0,"Adventure,Drama,Thriller",nm10267229,nm10267229
tt2667690,Proprietors: Kammath & Kammath,IN,ml,Kammath & Kammath,Kammath & Kammath,2013.0,"Action,Comedy","nm4598503,nm0437791","nm1440053,nm1437907"
tt26895979,Abhyuham,IN,ml,Abhyuham,Abhyuham,2023.0,"Crime,Mystery,Thriller",nm14595706,"nm7881477,nm8746078,nm14595706"
tt26914687,Pancha Valsara Padhathi,IN,ml,Panchavalsarapadhathi,Panchavalsarapadhathi,2024.0,Comedy,nm4071020,nm8263949
tt26936666,Vettaiyan,IN,ta,Vettaiyan,Vettaiyan,2024.0,"Action,Crime,Drama",nm4377096,nm4377096
tt27116600,Tractor,IN,ta,Tractor,Tractor,2024.0,Drama,nm4556304,nm4556304
tt27125087,The Ultimate Power,IN,kn,Samarthya,Samarthya,2024.0,,"nm0890864,nm2660920",
tt27169839,Shriram,IN,kn,Sri Ram,Sri Ram,2003.0,Action,nm5703259,"nm13661950,nm5703259"
tt27224074,Trishanku,IN,ml,Thrishanku,Thrishanku,2023.0,"Adventure,Comedy,Drama",nm14680658,"nm5088054,nm14680658"
tt27229114,Wedding Ring,IN,kn,Wedding Ring,Wedding Ring,2023.0,"Crime,Drama,Short",nm14681070,
tt2726796,Junglee Sherni,IN,ta,Jungle Ki Sherni,Jungle Ki Sherni,2001.0,"Action,Adventure,Drama",nm1328135,
tt27328393,Pattapakal,IN,ml,Pattaapakal,Pattaapakal,2024.0,"Comedy,Musical",nm14082729,nm9728696
tt27431598,Bramayugam,IN,ml,Bramayugam,Bramayugam,2024.0,"Drama,Horror,Thriller",nm6572056,"nm6572056,nm18102486,nm18102487,nm9441885"
tt27458291,Annapoorani: The Goddess of Food,IN,ta,Annapoorani,Annapoorani: The Goddess of Food,2023.0,Drama,nm8438165,nm8438165
tt27598618,DieNoSirs,IN,ta,Dinosaurs,Dinosaurs,2023.0,Crime,nm14787397,nm14787397
tt27760205,Cheeluvasu,IN,ml,Cheelu Vasu,Cheelu Vasu,2019.0,"Drama,Short",nm14858310,nm14858310
tt2778412,Kavasam,IN,ta,Naanayam,Naanayam,2010.0,"Mystery,Thriller",nm5574559,"nm5574559,nm6725254"
tt27795377,Neramillai,IN,ta,Kadhalikka Neramillai,Kadhalikka Neramillai,2025.0,Drama,nm5894951,nm5894951
tt27843025,A day in Dollarspete,IN,kn,Dollarspete,Dollarspete,2024.0,"Comedy,Drama,Thriller",nm14883924,nm14883924
tt2786278,Amen: A Divine Comedy,IN,ml,Amen,Amen,2013.0,"Drama,Romance",nm3859342,"nm5612167,nm3859342"
tt2793930,Mariyan,IN,ta,Maryan,Maryan,2013.0,"Action,Drama,Romance",nm1212514,"nm1212514,nm5647217,nm0707349"
tt28061697,Dillagi,IN,kn,Needle's Eye,Needle's Eye,1931.0,,nm0657176,"nm14944668,nm0657176"
tt28145495,Tech Uruttu,IN,ta,Uruttu Tech,Uruttu Tech,2023.0,Comedy,nm14969884,
tt28356777,Priyamudan Priya,IN,ta,Priyamudan Priya,Priyamudan Priya,2023.0,,nm15038496,nm15038496
tt28551273,Bhayam Bhakthi Bahumanam,IN,ml,Bha. Bha. Ba.,Bha Bha Ba,2025.0,"Action,Comedy,Thriller",nm14474900,"nm10825426,nm9548980,nm14474900"
tt28665498,Gulikan,IN,ml,Gu,Gu,2024.0,,nm16113513,nm16113513
tt28671772,Neela Nira Sooriyan,IN,ta,Neela Nira Sooriyan (Blue Sunshine),Neela Nira Sooriyan (Blue Sunshine),2024.0,Drama,nm15157979,nm15157979
tt2917382,Ee Shathamaanada Veera Madakari,IN,kn,Veera Madakari,Veera Madakari,2009.0,Action,nm1679372,"nm1679372,nm2353436,nm5664987,nm5680219,nm5741821"
tt29278804,ZAARA (A FILM BY VIJAY VJ),IN,kn,Zaara,Zaara,2020.0,"Horror,Short",nm15290029,nm17794461
tt2938702,Vana Yuddham,IN,ta,Attahaasa,Attahaasa,2013.0,"Biography,Crime,Thriller",nm5374119,nm5374119
tt2939898,Nee Enge En Anbe,IN,ta,Anaamika,Anaamika,2014.0,Thriller,nm2289322,"nm0004470,nm2289322,nm1223910"
tt29453905,Naangal,IN,ta,Naangal,Naangal,2023.0,"Drama,Family",nm8885383,nm8885383
tt2946468,Chithiram Pesudhadi 2,IN,ta,Chithiram Pesuthadi 2,Chithiram Pesuthadi 2,2019.0,Drama,nm4662413,
tt29468000,The Clause,IN,ml,Vakuppu,Vakuppu,2023.0,,nm15351366,
tt29606499,Veera Dheera Sooran,IN,ta,Veera Dheera Sooran: Part 2,Veera Dheera Sooran: Part 2,2025.0,"Action,Crime,Thriller",nm6176498,nm6176498
tt2961126,Andru Peytha Mazhaiyil,IN,ta,Andru Peytha Mazhaiyil,Andru Peytha Mazhaiyil,1989.0,Thriller,nm1223086,"nm1223086,nm3256795"
tt29866070,Poojavenkatsinger vs tamilmani.d(song titled),IN,ta,Jolly O Gymkhana,Jolly O Gymkhana,2024.0,Comedy,"nm4307034,nm18390915",nm4307034
tt30218223,Sambhavavivaranam Nalarasangham,IN,ml,The Chronicles of the 4.5 Gang - Sambhava Vivaranam Nalarasangham,The Chronicles of the 4.5 Gang - Sambhava Vivaranam Nalarasangham,2025.0,"Action,Comedy",nm5636563,"nm16052990,nm10589930,nm16052989,nm5636563,nm10134818"
tt3039362,Manjapai,IN,ta,Manja Pai,Manja Pai,2014.0,"Action,Comedy,Drama",nm5787580,
tt30526246,Neer Mel Neruppu,IN,ta,Blues,Neer Mel Neruppu,2024.0,Drama,nm6654584,"nm15811221,nm6654584"
tt30590474,NEEK (Nilavukku En Mel Ennadi Kobam),IN,ta,Nilavuku Enmel Ennadi Kobam,Nilavuku Enmel Ennadi Kobam,2025.0,"Comedy,Drama,Romance",nm1333687,nm1333687
tt3061202,Neelakasham Pachakadal Chuvannabhoomi,IN,ml,"Blue Skies, Green Waters, Red Earth",Neelakasham Pachakadal Chuvanna Bhoomi,2013.0,"Adventure,Drama,Romance",nm2569351,nm5761922
tt30825058,Sthoolaagram,IN,ml,End of the Day,End of the Day,2025.0,,"nm14599609,nm9774029",nm9774029
tt31042119,Heart of Dog,IN,ml,Nayinte hrudayam,Nayinte hrudayam,2017.0,Sci-Fi,nm15758431,
tt31079476,Enthaa Kathe Maaraaya,IN,kn,Enthaa Kathe Maaraaya,Enthaa Kathe Maaraaya,2023.0,Drama,nm9107067,nm9107067
tt3114346,555,IN,ta,Ainthu Ainthu Ainthu,Ainthu Ainthu Ainthu,2013.0,Action,nm3298944,"nm6695551,nm3298944,nm5889102"
tt31262145,Kamaro2,IN,kn,Kamaro2,Kamaro2,2025.0,,nm10729635,nm10729635
tt3129632,Katari Veera Surasundarangi,IN,kn,Kataariveera Surasundaraangi,Kataariveera Surasundaraangi,2012.0,"Comedy,Drama,Fantasy",nm0471452,"nm1962192,nm2132230,nm0471452,nm5089276"
tt3161758,Malini 22 Palayamkottai,IN,ta,Malini 22,Malini 22,2013.0,"Drama,Thriller",nm0820266,"nm3832925,nm4361021"
tt31640146,Ulagam Muluvathum Irunthu Logokkal,IN,ta,Logos from Around the World,Logos from Around the World,2016.0,Documentary,nm15435522,nm15435522
tt3185772,Onaayum Aattukkuttiyum,IN,ta,The Wolf and the Goat,Onaayum Aattukkuttiyum,2013.0,"Crime,Thriller",nm4199426,nm4199426
tt31945132,Retro,IN,ta,Retro,Retro,2025.0,"Action,Crime,Drama",nm5366274,nm5366274
tt31975704,Avatara Purusha: Part 2,IN,kn,Avatar Purusha 2,Avatar Purusha 2,2024.0,Thriller,nm5756213,"nm5756213,nm11159980"
tt32086077,Prabhayay Ninachathellam,IN,ml,All We Imagine as Light,All We Imagine as Light,2024.0,"Drama,Romance",nm10339953,"nm10339953,nm10560794,nm16248022,nm16248013"
tt3232156,Pandianadu,IN,ta,Pandiya Naadu,Pandiya Naadu,2013.0,Action,nm3607398,"nm3607398,nm4865816"
tt3232316,6 Melugu Vathigal,IN,ta,6 Candles,6,2013.0,"Crime,Drama,Thriller","nm1922191,nm12002688",nm12002690
tt32492538,Modalane Dina,IN,kn,Day 1,Day 1,2024.0,Short,nm11592995,nm11592995
tt32614683,Sattam En Kaiyel,IN,ta,Anthima Theerpu,Anthima Theerpu,2024.0,"Action,Drama,Thriller",nm16260797,nm11482051
tt32621994,The Game of Chathuranga,IN,ml,Game,Game,2024.0,"Drama,Short",nm16262607,
tt32621994,The Game of Chathurangam,IN,ta,Game,Game,2024.0,"Drama,Short",nm16262607,
tt32864330,Dhiluku Dhuddu: Next Level - Devil's Double,IN,ta,DD Next Level,DD Next Level,2025.0,"Comedy,Horror",nm14753213,nm14753213
tt33021947,Demonty pai,IN,ta,My Dear Sister,My Dear Sister,2026.0,,nm12873624,nm12873624
tt3311586,Mandira Kani,IN,ta,Kaunri Kanya - 3D,Kaunri Kanya - 3D,2013.0,Horror,nm13067834,"nm6064438,nm6064430"
tt33138665,Edakku,IN,ta,Akhaada,Akhaada,2019.0,,nm10071881,
tt3319128,Amguleechaalitham (2013),IN,ml,Manipulated by Fingers,Amguleechaalitham,2013.0,Short,nm6072254,"nm6072254,nm6072258"
tt3322506,Geethaanjali,IN,ml,Geethanjali,Geethanjali,2013.0,Thriller,nm0698184,"nm9967768,nm0430573,nm3742134"
tt3329246,Pizza 2: The Villa,IN,ta,Pizza II: Villa,Pizza II: Villa,2013.0,"Horror,Thriller",nm6084342,"nm6084342,nm8904193"
tt33349906,Venal Mazha,IN,ml,Summer Rain,Summer Rain,2024.0,"Drama,Short",nm14798655,"nm14798655,nm15671834"
tt33500164,Kalamkaval,IN,ml,KalamKaval,Kalamkaval,2025.0,"Crime,Drama",nm11179683,"nm11179683,nm17633043"
tt3368876,Putmalli,IN,kn,Puttamalli,Puttamalli,1995.0,,nm5724697,"nm5708718,nm5724697"
